# CurlyM omega_L omega_m logL logPrior
-3.103097372604782578e+00 -4.077559541846610958e-01 4.289448107183365666e-01 -4.360841003404159011e+01 0.000000000000000000e+00
-3.024831276237633038e+00 -5.262273008954588827e-01 5.388865929373761743e-01 -4.360713317813446821e+01 0.000000000000000000e+00
-2.818445636857323855e+00 -1.507813033091645605e-01 1.244308426415332569e-01 -4.360602366589170487e+01 0.000000000000000000e+00
-3.043925516215089999e+00 -7.150324543192683180e-01 7.401878239552610594e-01 -4.359788070106871061e+01 0.000000000000000000e+00
-2.676632061734043333e+00 -1.043837607430120884e-01 5.947583686492052824e-02 -4.359388912172484964e+01 0.000000000000000000e+00
-2.731938325068225204e+00 -6.009404847689078233e-01 5.846548251353361758e-01 -4.359273085158708483e+01 0.000000000000000000e+00
-2.778203210490160391e+00 -1.332395450435299999e-01 1.173908114057799629e-01 -4.359053311710714951e+01 0.000000000000000000e+00
-2.789110221156894998e+00 -4.316447720409389843e-01 4.138076404941739561e-01 -4.356971150892228906e+01 0.000000000000000000e+00
-3.026698758369561482e+00 -7.101823581082863379e-01 7.338084100322004311e-01 -4.356736886513370877e+01 0.000000000000000000e+00
-3.074930109295459513e+00 -5.982583104663716789e-01 6.202000750131794193e-01 -4.356273380712153909e+01 0.000000000000000000e+00
-2.971169034003888321e+00 -2.250400908941569966e-01 2.203026057995981224e-01 -4.355842970559748295e+01 0.000000000000000000e+00
-3.073202780850694982e+00 -6.710799897817136817e-01 6.971124787483514718e-01 -4.354898027362811064e+01 0.000000000000000000e+00
-1.980452783490232349e+00 -2.723758810293227528e-01 1.732250962572544906e-01 -4.353290250214070767e+01 0.000000000000000000e+00
-2.682532504598982737e+00 -6.098334217366859766e-01 5.892338062319669723e-01 -4.352163727523275583e+01 0.000000000000000000e+00
-2.184584426396134482e+00 -3.983373787347976314e-01 3.251415336790288713e-01 -4.350829946629443867e+01 0.000000000000000000e+00
-2.560725550455404953e+00 -2.423505997920336608e-01 1.911083109062436669e-01 -4.349895006201276004e+01 0.000000000000000000e+00
-2.528751336785296289e+00 -8.463566826582885616e-02 2.211872508460539094e-02 -4.347075933736827125e+01 0.000000000000000000e+00
-1.775986269658665240e+00 -1.380776730269318020e-01 1.233340353954590074e-02 -4.346957445286825106e+01 0.000000000000000000e+00
-2.978701266657842517e+00 -4.136641116876503821e-01 4.259099720519087806e-01 -4.346150514156905587e+01 0.000000000000000000e+00
-2.814382185164854278e+00 -7.389441962298718414e-01 7.395811615764564806e-01 -4.345476965246830758e+01 0.000000000000000000e+00
-3.083872146660829205e+00 -5.542730250563294714e-01 5.765985318916205804e-01 -4.344791089685828211e+01 0.000000000000000000e+00
-2.042065459589411880e+00 -1.716549597397595828e-01 6.231212172154726447e-02 -4.343912172092507973e+01 0.000000000000000000e+00
-2.582130205756135499e+00 -7.313003265326964430e-02 1.612388381099660872e-02 -4.343568074286006464e+01 0.000000000000000000e+00
-2.684060031530161261e+00 -1.067551673263130718e-01 8.071915243011805463e-02 -4.342622865344964822e+01 0.000000000000000000e+00
-2.931997366615462397e+00 -5.632457126655330271e-01 5.670433277798611060e-01 -4.342447971036555288e+01 0.000000000000000000e+00
-2.556837686954425592e+00 -2.537129002274542411e-01 2.027071723785938973e-01 -4.342025349273490775e+01 0.000000000000000000e+00
-2.758749470682523963e+00 -4.572535005272594932e-01 4.375004458529696549e-01 -4.341747142071482557e+01 0.000000000000000000e+00
-2.829728296577362023e+00 -6.898864260555135353e-01 6.886122468735792479e-01 -4.341492363647866881e+01 0.000000000000000000e+00
-2.259231410687415842e+00 -2.012461746916890115e-01 1.158959968959194786e-01 -4.340964064822518509e+01 0.000000000000000000e+00
-2.639666262942211183e+00 -2.475450959267934403e-01 2.053283820215619504e-01 -4.340133243849435729e+01 0.000000000000000000e+00
-2.980120111648328685e+00 -6.793060751539173880e-01 6.938375032431105538e-01 -4.339725139263746456e+01 0.000000000000000000e+00
-2.992451016783008289e+00 -2.036354609774615465e-01 2.086883319748975008e-01 -4.339527537551386871e+01 0.000000000000000000e+00
-2.988605643410770174e+00 -5.870209352073741949e-01 6.046494250368443790e-01 -4.339197495868759091e+01 0.000000000000000000e+00
-2.853123545942456651e+00 -3.976360829964089572e-01 3.978052200818350537e-01 -4.339068511781035653e+01 0.000000000000000000e+00
-2.839620087270530391e+00 -5.605200324183876592e-01 5.634575757568651699e-01 -4.338595351441983183e+01 0.000000000000000000e+00
-2.254714749086891512e+00 -2.862077316401306915e-01 2.205637115976991913e-01 -4.338310436193821573e+01 0.000000000000000000e+00
-2.475866078480388310e+00 -5.117881270874230504e-01 4.746296020480991196e-01 -4.338182979609086232e+01 0.000000000000000000e+00
-1.794273072007230407e+00 -1.994289691139452814e-01 7.226007782769142129e-02 -4.337766033018616696e+01 0.000000000000000000e+00
-2.262902311068715200e+00 -4.462862147621595721e-01 3.823511037221590803e-01 -4.337417293874715796e+01 0.000000000000000000e+00
-2.863484945490042399e+00 -2.813893345663408541e-01 2.660466624066833985e-01 -4.336505295767427270e+01 0.000000000000000000e+00
-1.870253694642002751e+00 -2.179711665281400257e-01 1.037588158934817928e-01 -4.336324994719628734e+01 0.000000000000000000e+00
-3.056309962567247407e+00 -2.696353485795779381e-01 2.794741392061168561e-01 -4.336218653813917712e+01 0.000000000000000000e+00
-3.033729784690706310e+00 -4.441198891498552848e-01 4.615467354709113512e-01 -4.335950505285273238e+01 0.000000000000000000e+00
-2.300409422507596613e+00 -4.241789563288841380e-01 3.567880195055363468e-01 -4.334388151387086197e+01 0.000000000000000000e+00
-2.274163466509643960e+00 -4.635806006448844885e-01 4.000258512305124303e-01 -4.332718084424123361e+01 0.000000000000000000e+00
-2.354392062688540399e+00 -1.010888032961235750e-01 2.032633757402666635e-02 -4.332436933073686447e+01 0.000000000000000000e+00
-3.062365999098635161e+00 -5.928448459331663312e-01 6.148668368002742080e-01 -4.332372667818017220e+01 0.000000000000000000e+00
